cart_value,num_items,device,time_on_site,prev_purchase,country,payment_method,discount_applied,user_type,cart_abandon_yn
131.12,2,mobile,6.15,Y,US,bank_transfer,Y,registered,1
52.52,2,tablet,11.61,Y,JP,paypal,N,guest,0
41.23,3,desktop,,Y,Others,bank_transfer,N,registered,1
449.07,2,tablet,8.08,N,KR,paypal,Y,guest,0
369.55,4,tablet,7.53,Y,JP,card,N,guest,0
364.08,7,tablet,5.77,Y,Others,bank_transfer,Y,registered,1
391.13,3,mobile,5.82,N,JP,card,Y,guest,0
383.46,3,mobile,8.53,Y,US,card,N,guest,0
56.09,5,mobile,1.99,Y,CN,card,N,guest,1
223.28,3,desktop,9.96,N,KR,bank_transfer,N,guest,1
207.36,4,desktop,11.32,N,KR,card,N,registered,1
250.77,2,desktop,8.5,Y,Others,bank_transfer,Y,guest,0
299.18,2,tablet,8.86,N,KR,bank_transfer,N,guest,0
40.74,6,desktop,7.28,Y,CN,bank_transfer,Y,registered,0
470.92,3,desktop,2.6,Y,US,paypal,N,registered,1
305.12,8,tablet,11.38,Y,KR,paypal,N,guest,1
202.68,9,mobile,5.5,Y,Others,paypal,N,registered,1
497.7,1,mobile,4.27,N,JP,paypal,Y,guest,0
161.2,2,mobile,10.31,Y,US,bank_transfer,Y,registered,0
137.04,7,tablet,6.02,N,Others,card,N,registered,0
490.67,5,mobile,6.56,N,CN,card,N,guest,1
219.06,8,desktop,8.02,Y,US,paypal,Y,guest,1
316.1,5,mobile,7.83,Y,CN,bank_transfer,N,guest,0
25.67,9,mobile,8.43,N,JP,paypal,N,guest,0
295.74,9,mobile,10.28,N,KR,paypal,N,registered,0
75.69,1,desktop,,N,KR,card,N,guest,1
192.48,5,desktop,5.6,Y,CN,bank_transfer,N,guest,1
162.94,5,desktop,5.4,Y,CN,bank_transfer,Y,registered,0
96.68,7,tablet,5.25,N,US,bank_transfer,Y,registered,1
188.21,6,mobile,2.28,N,JP,paypal,N,guest,0
468.32,8,desktop,6.48,Y,KR,bank_transfer,N,registered,1
391.15,7,tablet,4.15,N,KR,bank_transfer,N,guest,0
455.45,6,mobile,8.38,Y,KR,paypal,N,registered,0
55.28,6,tablet,6.87,Y,KR,bank_transfer,N,guest,0
198.56,8,mobile,11.3,N,KR,bank_transfer,Y,guest,1
183.01,5,tablet,7.29,N,JP,paypal,Y,guest,1
83.2,7,desktop,8.22,N,US,bank_transfer,N,registered,1
437.46,2,desktop,6.99,Y,JP,bank_transfer,Y,registered,0
38.26,6,tablet,3.29,N,Others,bank_transfer,N,registered,0
116.4,1,mobile,5.37,Y,JP,paypal,N,registered,1
258.4,4,desktop,5.02,N,Others,card,Y,guest,0
478.43,2,desktop,7.36,Y,CN,bank_transfer,N,guest,1
28.23,7,tablet,7.23,N,US,bank_transfer,N,guest,0
386.17,8,desktop,10.66,N,Others,bank_transfer,N,guest,0
158.93,1,desktop,5.94,N,CN,paypal,Y,registered,1
289.96,6,tablet,5.52,Y,KR,bank_transfer,Y,guest,0
59.87,2,desktop,8.83,N,KR,card,Y,registered,1
324.21,3,desktop,3.41,N,US,paypal,N,guest,1
187.32,8,mobile,13.85,N,Others,paypal,N,registered,0
287.94,1,tablet,12.69,N,CN,paypal,N,registered,0
406.86,2,desktop,10.94,Y,US,paypal,Y,registered,0
478.56,1,mobile,4.55,N,Others,paypal,Y,registered,1
319.13,3,desktop,9.39,Y,JP,bank_transfer,N,registered,0
53.18,1,tablet,8.18,Y,US,card,Y,guest,0
220.48,7,mobile,3.39,N,JP,bank_transfer,N,guest,0
147.62,2,mobile,10.02,N,JP,paypal,N,guest,1
393.55,6,desktop,6.0,Y,US,bank_transfer,N,registered,0
405.58,3,tablet,5.63,N,Others,card,N,registered,0
307.73,4,tablet,7.38,N,JP,card,Y,guest,0
239.84,6,tablet,10.58,N,Others,bank_transfer,N,registered,1
94.13,9,tablet,8.99,N,KR,bank_transfer,N,registered,0
184.96,3,tablet,11.17,N,CN,bank_transfer,N,registered,0
260.47,7,desktop,1.66,N,CN,bank_transfer,N,guest,1
292.36,7,mobile,6.53,N,KR,paypal,N,guest,1
36.88,6,mobile,7.57,N,CN,paypal,N,guest,0
335.42,6,tablet,5.8,N,CN,card,N,guest,0
162.69,9,desktop,6.68,Y,US,card,N,registered,0
305.89,9,mobile,4.44,N,Others,bank_transfer,N,registered,0
311.75,1,mobile,11.84,Y,US,card,N,registered,1
249.02,5,mobile,,N,Others,bank_transfer,N,registered,1
338.47,6,tablet,9.99,Y,US,bank_transfer,N,registered,1
,5,mobile,5.0,N,US,bank_transfer,Y,guest,1
417.2,3,tablet,7.82,Y,US,paypal,Y,registered,0
180.23,6,tablet,,Y,Others,card,N,guest,0
155.89,9,tablet,,Y,KR,card,Y,registered,1
158.1,3,tablet,7.31,N,JP,paypal,N,guest,0
237.04,8,desktop,5.6,N,JP,card,N,guest,1
,4,tablet,5.02,N,KR,card,Y,registered,1
119.7,6,desktop,5.39,N,US,paypal,Y,guest,1
485.73,5,desktop,6.3,N,Others,paypal,N,registered,0
89.19,3,mobile,9.64,Y,US,bank_transfer,N,registered,0
263.06,2,desktop,11.98,Y,JP,bank_transfer,N,registered,0
288.97,3,desktop,9.02,N,Others,bank_transfer,Y,guest,1
71.08,9,desktop,17.16,N,CN,card,N,guest,1
87.19,3,desktop,4.11,N,Others,paypal,N,registered,1
311.32,6,mobile,5.25,Y,JP,card,N,registered,0
387.3,2,tablet,9.26,N,KR,paypal,Y,guest,0
143.68,3,tablet,12.2,N,US,bank_transfer,N,registered,0
43.93,7,desktop,2.88,N,US,card,Y,registered,0
122.36,5,desktop,9.86,Y,Others,card,Y,registered,0
162.54,4,tablet,5.34,N,US,card,N,guest,0
151.53,4,desktop,7.24,Y,Others,card,N,guest,0
74.41,6,mobile,6.27,N,JP,paypal,N,guest,0
433.76,5,desktop,6.51,N,CN,card,Y,registered,0
23.38,4,desktop,4.88,N,JP,bank_transfer,Y,guest,0
344.49,3,desktop,15.06,N,CN,paypal,N,guest,1
338.77,7,mobile,8.27,N,KR,card,N,registered,0
138.57,1,desktop,6.41,N,CN,card,N,registered,0
67.69,9,mobile,,N,US,card,N,guest,0
,1,tablet,,N,US,paypal,N,guest,0
62.67,9,tablet,8.93,N,US,bank_transfer,N,registered,0
27.24,4,mobile,2.57,N,JP,card,Y,guest,0
482.77,5,mobile,6.44,Y,CN,card,N,guest,1
28.52,4,desktop,7.48,N,CN,bank_transfer,N,guest,1
27.72,7,mobile,9.86,N,KR,paypal,Y,guest,0
64.95,5,tablet,1.24,N,KR,paypal,N,registered,0
357.55,9,tablet,7.27,Y,CN,card,N,registered,1
433.02,4,desktop,8.27,Y,KR,paypal,N,registered,0
435.98,1,mobile,2.52,N,Others,paypal,Y,guest,1
49.5,9,mobile,9.11,N,US,bank_transfer,N,registered,1
306.81,2,desktop,7.8,N,CN,card,N,guest,0
285.15,1,tablet,,Y,KR,paypal,Y,registered,0
407.92,4,desktop,6.94,N,Others,paypal,N,guest,0
383.67,8,tablet,6.77,N,Others,paypal,N,registered,1
210.33,6,mobile,7.35,Y,CN,bank_transfer,N,registered,0
251.74,9,desktop,6.15,Y,JP,paypal,N,registered,0
149.45,8,desktop,9.83,N,CN,paypal,N,registered,0
315.89,6,desktop,1.39,Y,KR,card,N,registered,0
329.77,7,desktop,6.59,N,CN,bank_transfer,Y,registered,1
250.72,4,mobile,9.98,Y,JP,paypal,N,guest,0
463.76,1,desktop,9.43,Y,US,bank_transfer,Y,registered,0
352.99,7,mobile,7.71,Y,CN,card,N,registered,1
389.99,5,mobile,6.27,N,CN,card,N,registered,1
166.98,2,desktop,7.21,N,CN,bank_transfer,Y,registered,1
359.74,1,mobile,,N,Others,bank_transfer,N,guest,0
142.1,2,desktop,10.61,N,CN,bank_transfer,Y,guest,1
490.15,8,mobile,9.01,N,JP,card,N,registered,1
171.13,2,tablet,5.72,Y,CN,bank_transfer,Y,guest,0
369.58,3,mobile,8.99,Y,JP,bank_transfer,N,registered,0
24.98,6,mobile,2.29,N,KR,bank_transfer,N,registered,0
110.69,7,tablet,4.57,N,KR,paypal,N,registered,1
37.24,7,mobile,11.39,N,KR,card,N,registered,1
163.63,2,desktop,12.07,N,JP,card,N,registered,0
140.35,1,mobile,5.7,Y,US,paypal,Y,registered,0
46.79,6,desktop,,N,US,card,N,guest,0
258.91,3,desktop,5.67,N,US,paypal,N,guest,0
,6,tablet,6.77,Y,KR,bank_transfer,Y,registered,1
451.41,3,tablet,7.31,N,KR,paypal,N,guest,0
423.31,1,desktop,8.67,N,KR,paypal,N,registered,0
417.61,8,mobile,11.09,N,US,bank_transfer,N,registered,0
251.21,4,desktop,7.17,N,US,card,N,registered,1
452.93,9,mobile,8.34,Y,CN,paypal,Y,registered,1
132.81,6,tablet,4.28,Y,CN,paypal,N,registered,0
162.75,4,mobile,2.37,N,JP,card,Y,registered,1
180.27,5,mobile,12.84,N,US,bank_transfer,N,guest,0
440.65,3,mobile,10.24,N,Others,card,N,guest,0
147.6,3,mobile,6.04,Y,Others,bank_transfer,N,registered,1
247.76,4,tablet,7.41,Y,KR,paypal,N,registered,0
290.12,5,mobile,7.28,N,CN,card,N,registered,0
244.13,7,mobile,14.07,Y,KR,card,N,registered,1
360.86,2,mobile,5.78,Y,CN,bank_transfer,N,guest,0
200.38,6,tablet,9.79,Y,Others,paypal,N,registered,0
317.39,4,tablet,6.72,N,Others,bank_transfer,Y,guest,0
381.61,4,mobile,10.72,N,Others,paypal,N,registered,0
460.29,4,tablet,14.21,N,US,card,N,registered,0
143.46,2,desktop,9.77,Y,KR,paypal,N,registered,0
69.03,8,tablet,2.67,N,Others,bank_transfer,N,registered,1
498.98,3,tablet,5.86,N,US,paypal,N,registered,1
258.23,3,mobile,9.34,Y,CN,card,Y,registered,0
488.88,9,mobile,10.76,Y,JP,paypal,N,registered,1
471.5,6,mobile,7.05,Y,JP,bank_transfer,N,registered,1
224.26,3,mobile,5.54,N,Others,bank_transfer,N,registered,1
206.15,3,mobile,3.0,N,CN,bank_transfer,N,guest,1
233.0,8,desktop,3.25,N,Others,card,N,guest,1
251.36,2,desktop,13.91,N,KR,paypal,N,guest,0
321.22,6,tablet,6.53,N,JP,paypal,N,guest,1
146.23,9,tablet,6.09,Y,US,card,N,registered,0
493.32,4,tablet,6.22,Y,Others,paypal,Y,guest,0
39.91,8,mobile,10.68,Y,KR,card,Y,guest,0
81.19,9,desktop,5.0,Y,JP,paypal,N,guest,0
318.98,5,tablet,,N,CN,card,N,registered,0
438.97,1,desktop,15.56,N,Others,bank_transfer,N,guest,1
496.45,4,desktop,9.67,N,Others,card,N,guest,1
258.3,5,tablet,1.29,N,KR,bank_transfer,Y,guest,0
452.31,1,desktop,4.81,N,US,paypal,N,guest,0
356.12,1,mobile,8.44,Y,Others,bank_transfer,N,guest,0
114.93,6,tablet,11.74,N,US,card,N,registered,0
463.94,6,mobile,,N,KR,bank_transfer,N,guest,0
63.53,8,tablet,9.05,N,CN,bank_transfer,N,registered,0
221.79,7,desktop,11.01,N,US,paypal,N,registered,1
403.46,5,mobile,4.59,N,KR,paypal,N,registered,0
335.55,2,desktop,7.14,N,Others,bank_transfer,Y,registered,1
450.54,2,desktop,7.89,N,CN,card,Y,guest,0
107.93,5,tablet,2.07,N,Others,card,Y,guest,1
299.29,7,desktop,2.67,Y,Others,card,Y,registered,1
190.95,6,mobile,9.33,Y,JP,paypal,N,guest,1
175.5,1,tablet,13.2,Y,US,card,N,guest,1
210.02,2,desktop,10.79,Y,KR,bank_transfer,N,registered,1
488.51,5,desktop,6.51,N,US,paypal,N,registered,1
414.77,2,desktop,9.24,Y,US,paypal,N,guest,0
237.45,4,mobile,8.1,N,Others,paypal,N,guest,0
217.89,6,mobile,9.8,N,Others,bank_transfer,N,registered,1
,6,tablet,9.4,N,US,card,N,registered,0
244.82,9,desktop,4.01,Y,US,bank_transfer,N,registered,0
190.06,5,desktop,2.56,Y,JP,bank_transfer,Y,guest,0
427.47,4,tablet,10.01,Y,KR,card,N,guest,0
386.95,8,tablet,10.87,Y,CN,card,N,guest,1
185.28,1,desktop,6.45,Y,CN,bank_transfer,N,registered,0
250.53,1,tablet,7.32,N,US,bank_transfer,Y,guest,1
229.96,3,tablet,9.55,N,JP,card,N,guest,1
341.46,7,mobile,9.13,N,US,paypal,N,registered,0
273.54,3,tablet,5.49,Y,US,paypal,N,guest,0
492.01,7,tablet,9.19,N,Others,bank_transfer,N,registered,1
423.61,6,tablet,7.43,N,KR,bank_transfer,N,guest,0
211.47,8,mobile,5.09,N,Others,paypal,N,guest,0
186.54,1,tablet,7.1,Y,US,bank_transfer,N,registered,1
327.91,3,tablet,8.67,Y,KR,card,N,registered,0
249.98,1,desktop,10.13,N,CN,card,N,registered,0
220.86,7,mobile,10.59,N,Others,bank_transfer,N,registered,0
403.79,1,desktop,5.43,Y,Others,card,N,guest,1
437.61,7,desktop,7.77,N,JP,bank_transfer,N,registered,0
420.63,9,tablet,5.73,N,JP,bank_transfer,N,registered,1
310.8,4,desktop,10.77,N,CN,bank_transfer,Y,registered,0
190.42,8,desktop,9.42,Y,JP,paypal,N,guest,0
421.33,8,desktop,8.23,N,Others,card,Y,registered,0
198.46,1,tablet,4.54,Y,CN,paypal,N,registered,0
148.36,3,tablet,12.18,Y,CN,paypal,Y,registered,1
184.12,8,mobile,5.78,N,CN,paypal,N,registered,0
386.82,8,mobile,5.61,N,US,bank_transfer,N,registered,1
486.4,3,tablet,8.23,Y,Others,card,Y,guest,0
65.64,4,desktop,10.08,Y,Others,paypal,N,registered,0
338.81,9,desktop,8.9,Y,KR,paypal,N,registered,0
392.66,6,mobile,5.88,N,US,paypal,N,registered,1
259.63,6,mobile,6.08,Y,KR,card,N,guest,1
333.46,3,tablet,8.73,N,Others,paypal,Y,guest,1
274.43,8,tablet,8.9,Y,US,card,N,guest,0
243.3,7,desktop,7.82,Y,CN,paypal,N,registered,0
29.25,1,mobile,5.77,N,CN,card,N,registered,0
322.24,6,mobile,5.82,N,CN,paypal,N,guest,0
227.29,3,desktop,4.98,Y,Others,bank_transfer,Y,guest,1
394.79,1,desktop,11.58,N,KR,bank_transfer,N,registered,1
205.46,1,tablet,4.56,N,JP,bank_transfer,N,guest,0
94.29,6,mobile,9.74,N,CN,card,Y,guest,1
141.07,3,desktop,6.88,Y,JP,card,N,guest,1
435.75,1,mobile,3.05,Y,JP,paypal,N,guest,0
221.3,8,desktop,11.32,N,JP,paypal,Y,registered,0
332.57,7,mobile,5.33,Y,KR,bank_transfer,N,guest,0
148.96,1,mobile,9.37,Y,US,bank_transfer,Y,guest,0
197.08,7,tablet,7.42,N,CN,paypal,N,guest,0
290.12,7,tablet,9.94,Y,CN,paypal,N,registered,1
293.29,9,mobile,5.15,Y,KR,card,N,guest,0
74.53,4,desktop,8.86,N,Others,card,N,guest,1
60.21,3,tablet,12.35,N,KR,bank_transfer,N,guest,0
77.9,3,desktop,6.25,Y,CN,paypal,Y,registered,0
198.05,4,desktop,14.1,Y,Others,card,N,registered,1
299.9,5,mobile,9.72,Y,JP,bank_transfer,N,registered,0
210.82,6,mobile,0.53,N,JP,paypal,N,registered,1
400.49,3,desktop,9.68,N,JP,card,N,guest,0
396.53,1,mobile,6.52,Y,Others,bank_transfer,N,guest,0
412.8,6,tablet,10.52,N,US,card,Y,registered,0
212.26,2,desktop,11.8,N,JP,paypal,N,registered,0
92.9,4,desktop,9.34,N,JP,bank_transfer,N,registered,0
263.42,2,mobile,4.51,N,KR,bank_transfer,N,guest,1
312.75,6,tablet,6.29,N,JP,bank_transfer,N,registered,0
76.33,1,tablet,12.11,N,Others,paypal,N,registered,0
309.61,8,mobile,6.26,Y,Others,card,Y,registered,0
130.31,2,tablet,8.77,N,CN,card,N,guest,0
178.89,3,mobile,7.29,N,CN,bank_transfer,N,guest,0
99.47,8,tablet,1.02,N,Others,bank_transfer,N,registered,0
146.27,1,mobile,4.46,N,Others,paypal,N,registered,1
75.55,2,mobile,10.59,Y,JP,bank_transfer,N,registered,1
126.78,8,desktop,7.57,N,CN,card,N,guest,0
311.78,2,tablet,11.35,Y,JP,card,N,guest,0
142.6,8,mobile,2.27,Y,KR,card,N,guest,0
202.99,7,tablet,7.4,Y,CN,bank_transfer,N,registered,0
107.14,2,tablet,12.77,Y,JP,card,N,guest,0
180.97,3,tablet,11.82,Y,US,card,N,registered,0
478.34,9,mobile,,Y,JP,bank_transfer,N,guest,1
324.04,9,mobile,10.7,Y,CN,paypal,N,guest,1
238.18,2,tablet,14.44,N,CN,card,N,guest,0
345.79,3,tablet,7.51,Y,CN,card,N,registered,1
205.17,9,tablet,9.9,N,CN,card,Y,guest,0
390.76,7,tablet,5.01,Y,Others,paypal,N,registered,1
389.31,2,tablet,8.51,N,KR,card,N,registered,0
116.44,3,desktop,5.35,N,KR,card,Y,guest,0
360.84,6,desktop,9.25,N,KR,bank_transfer,N,guest,0
353.76,6,desktop,7.25,N,JP,bank_transfer,Y,guest,0
320.86,6,mobile,13.94,Y,Others,bank_transfer,N,registered,1
475.2,9,tablet,5.2,Y,US,card,Y,guest,0
232.32,3,tablet,13.1,N,US,card,N,guest,0
359.4,6,mobile,6.3,Y,US,paypal,Y,registered,0
152.72,6,desktop,7.63,N,Others,card,N,guest,0
116.67,1,mobile,10.45,N,US,bank_transfer,N,registered,0
195.25,4,tablet,1.86,N,JP,card,Y,guest,0
137.08,2,mobile,13.19,N,KR,paypal,N,guest,0
213.27,6,desktop,1.6,N,US,paypal,Y,guest,1
305.4,8,mobile,10.46,N,Others,bank_transfer,Y,guest,0
219.87,4,desktop,8.35,Y,Others,card,Y,registered,1
304.94,2,desktop,9.06,N,CN,paypal,N,registered,1
234.86,3,mobile,10.41,N,JP,bank_transfer,N,guest,1
269.74,8,desktop,8.43,Y,CN,card,N,guest,1
223.19,7,tablet,10.29,N,JP,bank_transfer,N,guest,0
351.69,2,desktop,10.32,N,KR,paypal,Y,guest,0
,9,tablet,11.67,N,US,paypal,Y,registered,0
476.07,1,mobile,10.05,N,Others,paypal,N,registered,1
384.71,8,mobile,11.77,Y,CN,paypal,Y,guest,0
231.75,3,desktop,6.22,Y,Others,bank_transfer,Y,registered,0
249.78,6,tablet,5.82,Y,US,bank_transfer,N,registered,0
439.72,3,tablet,5.14,Y,KR,card,N,guest,0
422.26,4,tablet,5.25,N,Others,bank_transfer,N,guest,0
340.5,3,mobile,5.46,N,CN,card,N,registered,1
72.5,3,tablet,7.15,N,JP,card,Y,registered,0
497.87,2,mobile,0.64,N,JP,bank_transfer,Y,guest,0
443.46,1,mobile,4.12,Y,JP,bank_transfer,N,registered,0
194.76,7,tablet,8.14,Y,Others,card,N,registered,0
178.76,4,tablet,10.08,N,Others,bank_transfer,N,guest,1
403.98,3,tablet,5.37,Y,US,bank_transfer,N,guest,0
47.86,5,mobile,5.83,Y,Others,bank_transfer,N,guest,0
488.85,4,tablet,7.32,N,JP,bank_transfer,N,guest,1
367.79,5,desktop,8.3,Y,JP,paypal,N,guest,0
31.2,7,tablet,8.5,Y,US,paypal,N,guest,1
306.69,3,mobile,7.81,Y,CN,paypal,N,guest,0
100.21,6,mobile,10.98,N,JP,card,N,registered,1
481.47,2,mobile,5.84,Y,CN,bank_transfer,N,guest,1
440.28,5,desktop,8.55,N,US,card,Y,guest,0
341.38,4,tablet,10.81,N,JP,bank_transfer,N,guest,1
91.32,8,desktop,12.94,Y,CN,card,N,guest,0
131.9,5,desktop,14.26,N,KR,bank_transfer,N,guest,1
40.11,7,desktop,8.84,N,CN,paypal,Y,guest,0
435.36,7,tablet,4.61,N,Others,bank_transfer,Y,registered,1
211.53,9,mobile,,N,JP,bank_transfer,Y,guest,0
318.11,9,desktop,-0.98,N,JP,paypal,Y,guest,0
285.15,2,tablet,10.37,Y,CN,paypal,N,guest,1
85.41,9,desktop,9.42,Y,CN,card,N,guest,0
42.63,9,tablet,11.23,Y,Others,paypal,N,registered,0
,1,desktop,8.3,N,CN,paypal,N,guest,0
397.9,7,tablet,9.58,N,US,paypal,N,guest,0
115.56,1,mobile,10.34,Y,US,paypal,Y,guest,0
,7,desktop,8.77,Y,KR,card,Y,registered,0
393.3,2,mobile,9.11,N,JP,card,Y,guest,0
313.58,7,mobile,7.58,N,CN,card,N,guest,1
231.93,6,desktop,10.04,N,US,bank_transfer,N,guest,0
453.5,5,tablet,10.71,N,JP,bank_transfer,N,guest,0
402.5,7,desktop,8.95,N,KR,bank_transfer,N,guest,1
191.93,8,mobile,3.1,N,Others,card,Y,guest,0
155.04,1,desktop,5.49,N,CN,bank_transfer,N,registered,0
275.3,9,tablet,8.9,N,CN,paypal,N,registered,0
228.78,9,desktop,5.54,Y,CN,bank_transfer,N,guest,0
281.77,4,tablet,15.4,Y,KR,paypal,Y,registered,0
93.86,4,desktop,8.54,N,CN,paypal,N,registered,0
41.42,4,mobile,11.52,Y,KR,bank_transfer,N,registered,0
446.71,6,desktop,10.03,N,Others,card,N,guest,0
479.43,9,tablet,8.78,Y,KR,card,Y,registered,1
168.49,2,desktop,6.87,Y,KR,bank_transfer,Y,registered,0
84.64,3,desktop,8.05,N,US,bank_transfer,N,guest,0
125.1,4,tablet,7.89,N,Others,paypal,N,guest,0
412.04,6,tablet,7.51,Y,CN,paypal,N,guest,0
378.13,8,tablet,13.51,N,US,bank_transfer,Y,registered,0
47.08,3,tablet,2.73,N,CN,card,N,guest,1
250.56,3,mobile,0.59,N,CN,card,N,guest,0
47.4,1,desktop,4.31,Y,US,card,Y,guest,0
36.38,2,tablet,3.28,Y,JP,card,Y,registered,0
416.34,4,desktop,10.26,N,JP,bank_transfer,N,guest,1
,6,tablet,4.13,N,KR,bank_transfer,N,guest,0
41.46,4,tablet,8.37,Y,CN,paypal,N,guest,0
213.37,8,mobile,10.24,N,KR,card,N,registered,1
420.96,9,tablet,9.91,N,JP,bank_transfer,Y,guest,1
438.08,9,desktop,11.57,Y,US,bank_transfer,N,guest,0
98.61,3,tablet,8.03,N,US,paypal,N,registered,0
269.74,5,mobile,8.9,Y,JP,paypal,N,guest,1
335.86,6,tablet,10.03,Y,KR,paypal,N,guest,1
119.62,8,desktop,5.05,N,CN,bank_transfer,N,guest,1
96.5,5,desktop,6.74,Y,Others,paypal,Y,guest,1
395.95,2,tablet,4.74,N,JP,paypal,Y,guest,0
124.36,1,mobile,4.98,N,JP,card,Y,guest,0
145.57,3,desktop,8.2,Y,JP,card,N,registered,0
56.48,8,tablet,12.46,Y,CN,card,Y,registered,0
349.25,4,mobile,12.4,Y,US,bank_transfer,N,guest,1
228.95,8,desktop,5.49,N,CN,bank_transfer,N,guest,1
243.71,9,desktop,12.04,Y,Others,paypal,N,guest,0
167.87,2,tablet,1.85,N,CN,bank_transfer,N,guest,0
436.44,8,tablet,8.14,N,CN,bank_transfer,N,registered,1
79.43,6,desktop,11.13,Y,CN,bank_transfer,Y,guest,0
403.36,2,mobile,4.43,Y,Others,paypal,N,registered,0
433.62,8,desktop,11.42,N,JP,paypal,N,guest,0
467.47,9,tablet,9.78,Y,JP,paypal,Y,registered,1
271.33,3,tablet,5.66,Y,CN,bank_transfer,N,registered,0
,2,mobile,5.19,Y,KR,card,N,guest,1
443.72,5,mobile,11.99,N,Others,bank_transfer,N,registered,1
315.17,2,tablet,9.12,Y,Others,paypal,Y,guest,1
90.8,3,tablet,12.39,N,KR,paypal,N,registered,0
204.06,2,tablet,10.04,N,US,bank_transfer,N,guest,0
229.8,9,mobile,13.26,N,US,bank_transfer,N,guest,1
,9,mobile,5.43,Y,KR,card,Y,registered,0
439.95,3,mobile,,Y,JP,paypal,Y,registered,0
176.45,9,mobile,5.54,N,JP,bank_transfer,Y,registered,1
52.31,1,tablet,10.45,N,US,paypal,N,guest,0
484.67,5,desktop,13.11,N,US,card,N,guest,0
30.7,6,tablet,5.94,N,KR,card,Y,guest,0
46.29,9,mobile,7.23,Y,US,card,N,registered,1
167.78,3,desktop,9.0,N,US,bank_transfer,N,registered,0
314.02,2,mobile,3.02,Y,JP,paypal,N,guest,1
499.97,4,tablet,9.04,N,US,bank_transfer,Y,registered,1
446.45,7,desktop,,N,Others,paypal,N,registered,0
117.85,2,mobile,11.01,N,KR,card,N,guest,0
476.08,3,tablet,10.32,Y,JP,card,Y,guest,1
206.8,5,mobile,4.57,N,JP,card,N,registered,0
274.47,1,desktop,12.75,N,US,paypal,N,guest,0
296.25,6,desktop,10.61,N,KR,card,N,guest,1
310.59,2,desktop,,Y,KR,paypal,N,registered,0
479.88,1,desktop,16.1,N,Others,card,Y,guest,0
,3,desktop,9.24,N,CN,paypal,Y,registered,0
344.59,7,desktop,10.09,Y,US,bank_transfer,N,guest,0
408.55,2,desktop,10.92,N,KR,paypal,Y,guest,0
317.38,7,desktop,8.11,N,CN,card,N,registered,1
171.92,1,desktop,5.76,Y,KR,card,N,guest,0
24.11,5,mobile,8.66,Y,CN,card,N,guest,0
230.12,6,tablet,6.89,Y,KR,card,N,guest,1
433.43,2,tablet,7.65,Y,CN,paypal,Y,registered,0
61.74,9,tablet,10.46,N,JP,card,Y,registered,1
70.16,6,desktop,8.78,N,JP,bank_transfer,N,guest,0
416.89,7,desktop,7.17,Y,US,bank_transfer,N,guest,1
115.35,9,tablet,7.19,Y,US,card,N,registered,0
20.46,1,desktop,11.43,N,KR,paypal,N,guest,0
185.04,1,tablet,7.54,N,KR,card,N,guest,1
212.66,6,tablet,5.72,N,JP,paypal,Y,registered,1
334.29,4,tablet,4.24,N,US,bank_transfer,Y,guest,1
236.08,4,tablet,7.26,N,CN,paypal,N,registered,1
486.3,3,desktop,8.51,N,JP,card,Y,registered,0
63.69,1,tablet,10.68,Y,JP,paypal,N,guest,0
129.15,5,mobile,12.44,Y,US,card,Y,registered,0
,4,tablet,6.07,Y,KR,bank_transfer,N,guest,0
339.39,8,tablet,11.09,Y,Others,card,N,registered,0
47.02,9,tablet,13.94,Y,Others,card,N,registered,0
328.2,6,tablet,9.28,Y,Others,bank_transfer,N,registered,0
328.02,2,desktop,5.61,N,JP,card,Y,guest,0
433.89,7,desktop,7.25,N,JP,paypal,N,registered,0
360.05,4,mobile,10.44,N,KR,bank_transfer,N,guest,0
480.01,1,desktop,3.09,Y,KR,bank_transfer,N,guest,1
107.91,9,desktop,9.92,N,Others,bank_transfer,Y,registered,0
100.84,6,desktop,8.2,N,JP,bank_transfer,N,guest,0
142.77,5,desktop,5.48,Y,Others,card,Y,guest,0
279.11,5,tablet,12.32,N,US,card,N,registered,0
52.58,3,desktop,5.82,Y,KR,bank_transfer,Y,registered,1
151.24,3,mobile,14.11,N,CN,paypal,Y,registered,1
413.04,4,desktop,8.33,N,KR,bank_transfer,N,guest,0
137.64,2,desktop,8.88,N,US,card,Y,guest,1
321.81,2,tablet,3.51,Y,KR,paypal,N,guest,0
64.59,9,tablet,4.28,N,CN,paypal,N,guest,1
101.73,1,tablet,2.0,N,JP,bank_transfer,Y,guest,0
,9,mobile,6.77,Y,KR,bank_transfer,N,guest,0
453.37,7,tablet,,N,US,bank_transfer,N,guest,0
29.22,1,tablet,6.1,N,KR,paypal,N,guest,1
288.65,1,desktop,8.84,N,US,bank_transfer,N,registered,0
255.11,3,mobile,10.34,N,KR,card,Y,guest,0
60.12,3,mobile,5.17,N,JP,paypal,N,guest,0
284.75,1,mobile,9.93,Y,US,card,Y,guest,0
82.62,6,tablet,8.86,N,CN,paypal,N,registered,0
27.87,8,tablet,10.41,N,CN,bank_transfer,N,registered,0
210.69,9,tablet,6.64,N,CN,bank_transfer,N,registered,1
206.43,2,mobile,9.36,N,US,bank_transfer,N,guest,0
182.06,5,mobile,10.34,N,Others,card,N,guest,1
100.66,9,tablet,7.04,N,US,paypal,Y,registered,1
352.76,7,mobile,7.96,Y,US,paypal,Y,guest,1
